a,b,c,d,e,used_symbol,ltp,pe,market_cap,status
MPHASIS LTD.,MPHASIS,MPHASIS,Computers - Software - Medium / Small,https://halalstock.in/is-mphasis-ltd-halal-and-shariah-compliant/,MPHASIS.NS,2811.4,30.029905,534894706688,ok
MPS LTD.,MPSLTD,MPSLTD,Printing &amp; Stationery,https://halalstock.in/is-mps-ltd-halal-and-shariah-compliant/,MPSLTD.NS,2160.5,20.533169,36654895104,ok
MRC Agrotech Ltd,MRCAGRO,,Trading Companies &amp; Distributors.,More,MRCAGRO.BO,51.56,109.70213,1056330368,ok
MRF LTD.,MRF,MRF,Tyres,https://halalstock.in/is-mrf-ltd-halal-and-shariah-compliant/,MRF.NS,152420.0,34.843235,646649020416,ok
MRP AGRO LTD,MRP,,Trading,https://halalstock.in/is-mrp-agro-ltd-halal-and-shariah-compliant/,MRP.BO,96.0,14.201183,1066393920,ok
MRS. BECTORS FOOD SPECIALITIES LTD,BECTORFOOD,BECTORFOOD,Food - Processing - Indian,https://halalstock.in/is-mrs-bectors-food-specialities-ltd-halal-and-shariah-compliant/,BECTORFOOD.NS,1300.3,58.810493,79835979776,ok
MSP STEEL &amp; POWER LTD.,MSPL,MSPL,Steel - Sponge Iron,https://halalstock.in/is-msp-steel-power-ltd-halal-and-shariah-compliant/,MSPL.NS,36.79,,20852449280,ok
MSR INDIA LTD.,MSRINDIA,,Engineering - Turnkey Services,https://halalstock.in/is-msr-india-ltd-halal-and-shariah-compliant/,MSRINDIA.BO,3.14,,197443200,ok
MTAR TECHNOLOGIES LTD,MTARTECH,MTARTECH,Engineering,https://halalstock.in/is-mtar-technologies-ltd-halal-and-shariah-compliant/,MTARTECH.NS,2532.4,175.49548,77895589888,ok
MUKAT PIPES LTD.,MUKATPIP,,Steel - Medium / Small,https://halalstock.in/is-mukat-pipes-ltd-halal-and-shariah-compliant/,MUKATPIP.BO,13.28,,157102400,ok
MULLER &amp; PHIPPS (INDIA) LTD.,MULLER,,Trading,https://halalstock.in/is-muller-phipps-india-ltd-halal-and-shariah-compliant/,MULLER.BO,259.0,203.93701,161875008,ok
MUNJAL SHOWA LTD.,MUNJALSHOW,MUNJALSHOW,Auto Ancillaries,https://halalstock.in/is-munjal-showa-ltd-halal-and-shariah-compliant/,MUNJALSHOW.NS,128.16,19.777779,5137887232,ok
Murae Organisor Ltd,MURAE,,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-murae-organisor-ltd-halal-and-shariah-compliant/,MURAE.BO,0.28,2.8,572561024,ok
MYSORE PETRO CHEMICALS LTD.,MYSORPETRO,,Chemicals,https://halalstock.in/is-mysore-petro-chemicals-ltd-halal-and-shariah-compliant/,MYSORPETRO.BO,105.2,,692582912,ok
MYSTIC ELECTRONICS LTD,MYSTICELE,,Trading,https://halalstock.in/is-mystic-electronics-ltd-halal-and-shariah-compliant/,MYSTICELE.BO,3.52,16.761906,69577192,ok
N2N TECHNOLOGIES LIMITED,NNTL,,Computers - Software - Medium / Small,https://halalstock.in/is-n2n-technologies-limited-halal-and-shariah-compliant/,NNTL.BO,34.7,7.728286,112014000,ok
Naapbooks Ltd,NBL,,Computers - Software &amp; Consulting,https://halalstock.in/is-naapbooks-ltd-halal-and-shariah-compliant/,NBL.BO,149.4,23.380281,1611458176,ok
Nacdac Infrastructure Ltd,NACDAC,,Civil Construction,https://halalstock.in/is-nacdac-infrastructure-ltd-halal-and-shariah-compliant/,NACDAC.BO,41.95,8.561225,441529472,ok
NACL INDUSTRIES LTD,NACLIND,NACLIND,Pesticides / Agrochemicals - Indian,https://halalstock.in/is-nacl-industries-ltd-halal-and-shariah-compliant/,NACLIND.NS,190.89,,38680772608,ok
NAGPUR POWER &amp; INDUSTRIES LTD.,NAGPI,,Mining / Minerals / Metals,https://halalstock.in/is-nagpur-power-industries-ltd-halal-and-shariah-compliant/,NAGPI.BO,87.95,53.30303,1151749888,ok
NAHAR POLYFILMS LTD.,NAHARPOLY,NAHARPOLY,Packaging,https://halalstock.in/is-nahar-polyfilms-ltd-halal-and-shariah-compliant/,NAHARPOLY.NS,259.5,10.514586,6380583936,ok
NAKODA GROUP OF INDUSTRIES LTD,NGIL,NGIL,Food - Processing - Indian,https://halalstock.in/is-nakoda-group-of-industries-ltd-halal-and-shariah-compliant/,NGIL.NS,26.42,,470677536,ok
NARAYANA HRUDAYALAYA LTD,NH,NH,Healthcare,https://halalstock.in/is-narayana-hrudayalaya-ltd-halal-and-shariah-compliant/,NH.NS,1945.5,46.733124,395130732544,ok
NARBADA GEMS AND JEWELLERY LTD.,NARBADA,,Diamond Cutting / Jewellery,https://halalstock.in/is-narbada-gems-and-jewellery-ltd-halal-and-shariah-compliant/,NARBADA.BO,68.61,19.111422,1451603200,ok
NARENDRA PROPERTIES LTD.,NARPROP,,Construction,https://halalstock.in/is-narendra-properties-ltd-halal-and-shariah-compliant/,NARPROP.BO,36.13,14.568549,256754240,ok
NARMADA GELATINES LTD.,SHAWGELTIN,,Chemicals,https://halalstock.in/is-narmada-gelatines-ltd-halal-and-shariah-compliant/,SHAWGELTIN.BO,350.55,9.191137,2120683008,ok
NATCO PHARMA LTD.,NATCOPHARM,NATCOPHARM,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-natco-pharma-ltd-halal-and-shariah-compliant/,NATCOPHARM.NS,877.25,10.214835,157124132864,ok
NATH BIO-GENES (INDIA) LTD,NATHBIOGEN,NATHBIOGEN,Miscellaneous,https://halalstock.in/is-nath-bio-genes-india-ltd-halal-and-shariah-compliant/,NATHBIOGEN.NS,156.4,6.7153277,2972225536,ok
NATIONAL ALUMINIUM CO.LTD.,NATIONALUM,NATIONALUM,Aluminium and Aluminium Products,https://halalstock.in/is-national-aluminium-co-ltd-halal-and-shariah-compliant/,NATIONALUM.NS,259.98,7.8118997,477666148352,ok
NATIONAL FITTINGS LIMITED,NATFIT,,Castings &amp; Forgings,https://halalstock.in/is-national-fittings-limited-halal-and-shariah-compliant/,NATFIT.BO,171.3,7.782826,1555949056,ok
NATURA HUE CHEM LTD.,NATHUEC,,Food - Processing - Indian,https://halalstock.in/is-natura-hue-chem-ltd-halal-and-shariah-compliant/,NATHUEC.BO,11.51,,47712404,ok
NATURAL BIOCON (INDIA) LTD,NATURAL,,Solvent Extraction,https://halalstock.in/is-natural-biocon-india-ltd-halal-and-shariah-compliant/,NATURAL.BO,4.03,,103904688,ok
Naturewings Holidays Ltd,NHL,,"Tour, Travel Related Services",https://halalstock.in/is-naturewings-holidays-ltd-halal-and-shariah-compliant/,NHL.BO,81.7,48.05882,258204672,ok
Naturo Indiabull Ltd,NATURO,,Personal Care,https://halalstock.in/is-naturo-indiabull-ltd-halal-and-shariah-compliant/,NATURO.BO,3.48,,65649212,ok
NAVA LIMITED,NAVA,NAVA,Electric Utilities,https://halalstock.in/is-nava-limited-halal-and-shariah-compliant/,NAVA.NS,522.0,16.18103,147794755584,ok
NAVIN FLUORINE INTERNATIONAL LIMITED,NAVINFLUOR,NAVINFLUOR,Chemicals,https://halalstock.in/is-navin-fluorine-international-limited-halal-and-shariah-compliant/,NAVINFLUOR.NS,5735.5,64.51631,293882003456,ok
NAVKAR CORPORATION LTD,NAVKARCORP,NAVKARCORP,Miscellaneous,https://halalstock.in/is-navkar-corporation-ltd-halal-and-shariah-compliant/,NAVKARCORP.NS,99.89,,15035361280,ok
NBCC (INDIA) LTD,NBCC,NBCC,Construction,https://halalstock.in/is-nbcc-india-ltd-halal-and-shariah-compliant/,NBCC.NS,116.69,52.563065,315063009280,ok
NCC LIMITED,NCC,NCC,Construction,https://halalstock.in/is-ncc-limited-halal-and-shariah-compliant/,NCC.NS,171.41,13.571655,107619188736,ok
NCL INDUSTRIES LTD.,NCLIND,NCLIND,Cement - South India,https://halalstock.in/is-ncl-industries-ltd-halal-and-shariah-compliant/,NCLIND.NS,199.66,18.250458,9031179264,ok
NDR AUTO COMPONENTS LTD,NDRAUTO,NDRAUTO,Auto Ancillaries,https://halalstock.in/is-ndr-auto-components-ltd-halal-and-shariah-compliant/,NDRAUTO.NS,855.1,34.959118,20338812928,ok
NEELAMALAI AGRO INDUSTRIES LTD.,NEAGI,,Tea,https://halalstock.in/is-neelamalai-agro-industries-ltd-halal-and-shariah-compliant/,NEAGI.BO,3560.05,8.489043,2214571776,ok
Neetu Yoshi Ltd,NEETUYOSHI,,Castings &amp; Forgings,https://halalstock.in/is-neetu-yoshi-ltd-halal-and-shariah-compliant/,NEETUYOSHI.BO,116.65,36.003086,4527490048,ok
NELCAST LTD.,NELCAST,NELCAST,Castings &amp; Forgings,https://halalstock.in/is-nelcast-ltd-halal-and-shariah-compliant/,NELCAST.NS,115.94,27.408983,10086919168,ok
NELCO LTD.,NELCO,NELCO,Telecommunications - Equipment,https://halalstock.in/is-nelco-ltd-halal-and-shariah-compliant/,NELCO.NS,845.95,454.81183,19311249408,ok
NEOGEN CHEMICALS LTD,NEOGEN,NEOGEN,Chemicals,https://halalstock.in/is-neogen-chemicals-ltd-halal-and-shariah-compliant/,NEOGEN.NS,1125.3,113.66668,29723899904,ok
Neopolitan Pizza Limited,NPFL,NEO,Other Agricultural Products,https://halalstock.in/is-neopolitan-pizza-limited-halal-and-shariah-compliant/,NPFL.BO,10.59,,180030000,ok
NESTLE INDIA LTD.,NESTLEIND,NESTLEIND,Food - Processing - MNC,https://halalstock.in/is-nestle-india-ltd-halal-and-shariah-compliant/,NESTLEIND.NS,1261.1,82.64089,2431797166080,ok
NETLINK SOLUTIONS (INDIA) LTD.,NETLINK,,Computers - Software - Medium / Small,https://halalstock.in/is-netlink-solutions-india-ltd-halal-and-shariah-compliant/,NETLINK.BO,152.1,,384695296,ok
NETTLINX LTD.,NETTLINX,,Software Products,https://halalstock.in/is-nettlinx-ltd-halal-and-shariah-compliant/,NETTLINX.BO,20.1,59.11765,485950144,ok
Netweb Technologies India Ltd,NETWEB,NETWEB,Computers Hardware &amp; Equipments,https://halalstock.in/is-netweb-technologies-india-ltd-halal-and-shariah-compliant/,NETWEB.NS,3291.4,138.87762,186470531072,ok
NEULAND LABORATORIES LTD.,NEULANDLAB,NEULANDLAB,Pharmaceuticals - Indian - Bulk Drugs,https://halalstock.in/is-neuland-laboratories-ltd-halal-and-shariah-compliant/,NEULANDLAB.NS,17288.0,92.59279,222057512960,ok
NEW LIGHT APPARELS LTD,NEWLIGHT,,Trading,https://halalstock.in/is-new-light-apparels-ltd-halal-and-shariah-compliant/,NEWLIGHT.BO,1.58,,138408240,ok
New Swan Multitech Ltd,SWANAGRO,,Auto Components &amp; Equipments,https://halalstock.in/is-new-swan-multitech-ltd-halal-and-shariah-compliant/,SWANAGRO.BO,65.8,11.28645,1251268608,ok
NEWGEN SOFTWARE TECHNOLOGIES LTD,NEWGEN,NEWGEN,Computers - Software - Medium / Small,https://halalstock.in/is-newgen-software-technologies-ltd-halal-and-shariah-compliant/,NEWGEN.NS,881.15,38.461372,123967152128,ok
Nexus Surgical And Medicare Ltd,NEXUSSURGL,,Other Financial Services,https://halalstock.in/is-nexus-surgical-and-medicare-ltd-halal-and-shariah-compliant/,NEXUSSURGL.BO,16.0,16.494844,87550400,ok
Nexxus Petro Industries Ltd,NEXXUS,,Petrochemicals,https://halalstock.in/is-nexxus-petro-industries-ltd-halal-and-shariah-compliant/,NEXXUS.BO,114.0,10.91954,792345600,ok
NG INDUSTRIES LTD.,NGIND,,Healthcare,https://halalstock.in/is-ng-industries-ltd-halal-and-shariah-compliant/,NGIND.BO,125.4,8.5772915,420152704,ok
NGL FINE-CHEM LTD.,NGLFINE,NGLFINE,Pharmaceuticals - Indian - Bulk Drugs,https://halalstock.in/is-ngl-fine-chem-ltd-halal-and-shariah-compliant/,NGLFINE.NS,1340.9,39.68334,8361626112,ok
NIBE LTD,NIBE,,Textiles - Manmade,https://halalstock.in/is-nibe-ltd-halal-and-shariah-compliant/,NIBE.NS,1089.6,1433.6842,15800586240,ok
NICCO PARKS &amp; RESORTS LTD.,NICCOPAR,,Recreation / Amusement Parks,https://halalstock.in/is-nicco-parks-resorts-ltd-halal-and-shariah-compliant/,NICCOPAR.BO,86.0,76.10619,4024800000,ok
NIDHI GRANITES LTD.,NIDHGRN,,Finance &amp; Investments,https://halalstock.in/is-nidhi-granites-ltd-halal-and-shariah-compliant/,NIDHGRN.BO,412.9,91.755554,3303200000,ok
NIHAR INFO GLOBAL LTD.,NIHARINF,,IT Software Products,https://halalstock.in/is-nihar-info-global-ltd-halal-and-shariah-compliant/,NIHARINF.BO,6.54,,68066672,ok
NIIT Learning Systems Ltd,NIITMTS,NIITMTS,Education,https://halalstock.in/is-niit-learning-systems-ltd-halal-and-shariah-compliant/,NIITMTS.NS,398.25,27.091837,54588039168,ok
NIIT LTD.,NIITLTD,NIITLTD,Computers - Education,https://halalstock.in/is-niit-ltd-halal-and-shariah-compliant/,NIITLTD.NS,96.17,40.923405,13105927168,ok
NIKHIL ADHESIVES LTD.,NIKHILAD,,Chemicals,https://halalstock.in/is-nikhil-adhesives-ltd-halal-and-shariah-compliant/,NIKHILAD.BO,93.25,27.26608,4284184832,ok
Nilachal Carbo Metalicks ltd,NCML,,Ferro &amp; Silica Manganese,https://halalstock.in/is-nilachal-carbo-metalicks-ltd-halal-and-shariah-compliant/,NCML.BO,105.5,16.693037,2629798400,ok
NILE LTD.,NILE,,Mining / Minerals / Metals,https://halalstock.in/is-nile-ltd-halal-and-shariah-compliant/,NILE.BO,1712.75,11.173266,5141504000,ok
NILKAMAL LTD.,NILKAMAL,NILKAMAL,Plastics Products,https://halalstock.in/is-nilkamal-ltd-halal-and-shariah-compliant/,NILKAMAL.NS,1411.8,20.159933,21067622400,ok
NINTEC SYSTEMS LTD,NINSYS,NINSYS,Computers - Software - Medium / Small,https://halalstock.in/is-nintec-systems-ltd-halal-and-shariah-compliant/,NINSYS.NS,405.9,25.448277,7539998208,ok
NIRAJ CEMENT STRUCTURALS LTD.,NIRAJ,NIRAJ,Construction,https://halalstock.in/is-niraj-cement-structurals-ltd-halal-and-shariah-compliant/,NIRAJ.NS,37.13,9.352645,2216450816,ok
NIRAV COMMERCIALS LTD.,NIRAVCOM,,Trading,https://halalstock.in/is-nirav-commercials-ltd-halal-and-shariah-compliant/,NIRAVCOM.BO,699.0,1997.143,274008000,ok
NIRLON LTD.,NIRLON,,Construction,https://halalstock.in/is-nirlon-ltd-halal-and-shariah-compliant/,NIRLON.BO,498.8,14.14233,44950876160,ok
NITCO LTD.,NITCO,NITCO,Ceramics - Tiles / Sanitaryware,https://halalstock.in/is-nitco-ltd-halal-and-shariah-compliant/,NITCO.NS,87.99,,20159926272,ok
NITIN CASTINGS LTD,NITINCAST,,Castings &amp; Forgings,https://halalstock.in/is-nitin-castings-ltd-halal-and-shariah-compliant/,NITINCAST.BO,494.45,22.222473,2542131200,ok
NITIN FIRE PROTECTION INDUSTRIES LTD.,NITINFIRE,,Engineering,https://halalstock.in/is-nitin-fire-protection-industries-ltd-halal-and-shariah-compliant/,NITINFIRE.NS,1.85,,540699520,ok
NITTA GELATIN INDIA LTD.,NITTAGELA,,Chemicals,https://halalstock.in/is-nitta-gelatin-india-ltd-halal-and-shariah-compliant/,NITTAGELA.BO,825.9,9.1492195,7498478592,ok
NK INDUSTRIES LTD.,NKIND,NKIND,Solvent Extraction,https://halalstock.in/is-nk-industries-ltd-halal-and-shariah-compliant/,NKIND.NS,70.18,,421774784,ok
NMDC LTD.,NMDC,NMDC,Mining / Minerals / Metals,https://halalstock.in/is-nmdc-ltd-halal-and-shariah-compliant/,NMDC.NS,73.92,9.251564,650231611392,ok
NOCIL LTD.,NOCIL,NOCIL,Chemicals,https://halalstock.in/is-nocil-ltd-halal-and-shariah-compliant/,NOCIL.NS,170.74,45.289127,28517836800,ok
NORBEN TEA &amp; EXPORTS LTD.,NORBTEAEXP,NORBTEAEXP,Tea,https://halalstock.in/is-norben-tea-exports-ltd-halal-and-shariah-compliant/,NORBTEAEXP.NS,71.34,,1108916096,ok
Nova Agritech,NOVAAGRI,NOVAAGRI,Fertilizers,https://halalstock.in/is-nova-agritech-halal-and-shariah-compliant/,NOVAAGRI.NS,43.03,15.313168,3873552640,ok
NRB BEARINGS LTD.,NRBBEARING,NRBBEARING,Bearings,https://halalstock.in/is-nrb-bearings-ltd-halal-and-shariah-compliant/,NRBBEARING.NS,292.15,30.785036,28320894976,ok
nterarch Building Products Limited,INTERARCH,INTERARCH,Civil Construction,https://halalstock.in/is-nterarch-building-products-limited-halal-and-shariah-compliant/,INTERARCH.NS,2384.8,31.153494,39997517824,ok
NUCLEUS SOFTWARE EXPORTS LTD.,NUCLEUS,NUCLEUS,Computers - Software - Medium / Small,https://halalstock.in/is-nucleus-software-exports-ltd-halal-and-shariah-compliant/,NUCLEUS.NS,926.4,15.15211,24444098560,ok
Nukleus Office Solutions Ltd,NUKLEUS,,Diversified Commercial Services,https://halalstock.in/is-nukleus-office-solutions-ltd-halal-and-shariah-compliant/,NUKLEUS.BO,175.0,21.49877,705600000,ok
NUTRICIRCLE LTD,NUTRICIRCLE,,Textiles - Products,https://halalstock.in/is-nutricircle-ltd-halal-and-shariah-compliant/,NUTRICIRCLE.BO,235.0,94.37751,2350000128,ok
NUVOCO VISTAS CORPORATION LTD,NUVOCO,NUVOCO,Cement - North India,https://halalstock.in/is-nuvoco-vistas-corporation-ltd-halal-and-shariah-compliant/,NUVOCO.NS,356.45,46.533943,127475195904,ok
OBEROI REALTY LTD.,OBEROIRLTY,OBEROIRLTY,Construction,https://halalstock.in/is-oberoi-realty-ltd-halal-and-shariah-compliant/,OBEROIRLTY.NS,1647.2,26.809896,599247421440,ok
OBJECTONE INFORMATION SYSTEMS LTD.,OONE,,Computers - Software - Medium / Small,https://halalstock.in/is-objectone-information-systems-ltd-halal-and-shariah-compliant/,OONE.BO,8.4,,88299952,ok
OCTAWARE TECHNOLOGIES LTD,OCTAWARE,,Computers - Software - Medium / Small,https://halalstock.in/is-octaware-technologies-ltd-halal-and-shariah-compliant/,OCTAWARE.BO,30.55,47.734375,109691912,ok
ODYSSEY CORPORATION LTD.,ODYCORP,,Finance &amp; Investments,https://halalstock.in/is-odyssey-corporation-ltd-halal-and-shariah-compliant/,ODYCORP.BO,8.13,,610144192,ok
OIL COUNTRY TUBULAR LTD.,OILCOUNTUB,OILCOUNTUB,Steel - Medium / Small,https://halalstock.in/is-oil-country-tubular-ltd-halal-and-shariah-compliant/,OILCOUNTUB.NS,65.27,,3400784128,ok
OLECTRA GREENTECH LTD,OLECTRA,OLECTRA,Telecommunications - Equipment,https://halalstock.in/is-olectra-greentech-ltd-halal-and-shariah-compliant/,OLECTRA.NS,1250.4,71.94477,102646898688,ok
Om Freight Forwarders Ltd.,OMFREIGHT,,Logistics Solution Provider,https://halalstock.in/is-om-freight-forwarders-ltd-halal-and-shariah-compliant/,OMFREIGHT.NS,95.31,14.595712,3209606400,ok
OM INFRA LTD,OMINFRAL,OMINFRAL,Engineering,https://halalstock.in/is-om-infra-ltd-halal-and-shariah-compliant/,OMINFRAL.NS,109.19,41.203773,10515412992,ok
OMANSH ENTERPRISES LTD,OMANSH,,Trading,https://halalstock.in/is-omansh-enterprises-ltd-halal-and-shariah-compliant/,OMANSH.BO,167.55,,2936817920,ok
OMNITEX INDUSTRIES (INDIA) LTD.,OMNITEX,,Textiles - Processing,https://halalstock.in/is-omnitex-industries-india-ltd-halal-and-shariah-compliant/,OMNITEX.BO,555.0,909.83606,2333275392,ok
ONE GLOBAL SERVICE PROVIDER LTD,ONEGLOBAL,,Textiles - Processing,https://halalstock.in/is-one-global-service-provider-ltd-halal-and-shariah-compliant/,ONEGLOBAL.BO,576.35,30.494709,4094797824,ok
Onesource Industries And Ventures Ltd,OIVL,,Consulting Services,https://halalstock.in/is-onesource-industries-and-ventures-ltd-halal-and-shariah-compliant/,OIVL.BO,7.27,,223552496,ok
Onesource Specialty Pharma Limited,ONESOURCE,ONESOURCE,Pharmaceuticals,https://halalstock.in/is-onesource-specialty-pharma-limited-halal-and-shariah-compliant/,ONESOURCE.NS,1532.2,435.2841,175475523584,ok
ONWARD TECHNOLOGIES LTD.,ONWARDTEC,ONWARDTEC,Computers - Software - Medium / Small,https://halalstock.in/is-onward-technologies-ltd-halal-and-shariah-compliant/,ONWARDTEC.NS,283.5,15.776295,6465445376,ok
OPTIEMUS INFRACOM LTD,OPTIEMUS,OPTIEMUS,Trading,https://halalstock.in/is-optiemus-infracom-ltd-halal-and-shariah-compliant/,OPTIEMUS.NS,563.85,71.91964,49744990208,ok
ORACLE FINANCIAL SERVICES SOFTWARE LTD.,OFSS,OFSS,Computers - Software - Medium / Small,https://halalstock.in/is-oracle-financial-services-software-ltd-halal-and-shariah-compliant/,OFSS.NS,8107.0,29.851242,705543995392,ok
ORBIT EXPORTS LTD.,ORBTEXP,ORBTEXP,Textiles - Processing,https://halalstock.in/is-orbit-exports-ltd-halal-and-shariah-compliant/,ORBTEXP.NS,204.48,14.160665,5481685504,ok
Organic Recycling Systems Ltd,ORGANICREC,,Waste Management,https://halalstock.in/is-organic-recycling-systems-ltd-halal-and-shariah-compliant/,ORGANICREC.BO,254.25,11.809103,2201620736,ok
ORIENT BELL LIMITED,ORIENTBELL,ORIENTBELL,Ceramics - Tiles / Sanitaryware,https://halalstock.in/is-orient-bell-limited-halal-and-shariah-compliant/,ORIENTBELL.NS,291.6,65.82393,4318232064,ok
Orient Ceratech,ORIENTCER,ORIENTCER,Abrasives And Grinding Wheels,https://halalstock.in/is-orient-ceratech-halal-and-shariah-compliant/,ORIENTCER.NS,41.86,29.478874,5008096768,ok
ORIENT ELECTRIC LTD,ORIENTELEC,ORIENTELEC,Domestic Appliances,https://halalstock.in/is-orient-electric-ltd-halal-and-shariah-compliant/,ORIENTELEC.NS,194.42,47.18932,41482600448,ok
ORIENT PAPER &amp; INDUSTRIES LTD.,ORIENTPPR,ORIENTPPR,Paper,https://halalstock.in/is-orient-paper-industries-ltd-halal-and-shariah-compliant/,ORIENTPPR.NS,23.01,,4882388480,ok
Orient Technologies Limited,ORIENTTECH,ORIENTTECH,IT Enabled Services,https://halalstock.in/is-orient-technologies-limited-halal-and-shariah-compliant/,ORIENTTECH.NS,358.3,29.933165,14920236032,ok
ORIENTAL AROMATICS LTD,OAL,OAL,Chemicals,https://halalstock.in/is-oriental-aromatics-ltd-halal-and-shariah-compliant/,OAL.NS,311.7,107.48276,10491424768,ok
ORIENTAL RAIL INFRASTRUCTURE LTD,ORIRAIL,,Miscellaneous,https://halalstock.in/is-oriental-rail-infrastructure-ltd-halal-and-shariah-compliant/,ORIRAIL.BO,151.05,31.934462,10129262592,ok
ORISSA MINERALS DEVELOPMENT COMPANY LTD.,ORISSAMINE,ORISSAMINE,Mining / Minerals / Metals,https://halalstock.in/is-orissa-minerals-development-company-ltd-halal-and-shariah-compliant/,ORISSAMINE.NS,4910.5,,29462999040,ok
OROSIL SMITHS INDIA LTD.,OROSMITHS,,Other Apparels &amp; Accessories,https://halalstock.in/is-orosil-smiths-india-ltd-halal-and-shariah-compliant/,OROSMITHS.BO,4.89,17.464285,202035232,ok
Ortin Global Ltd.,ORTINGLOBE,ORTINGLOBE,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-ortin-laboratories-ltd-halal-and-shariah-compliant/,ORTINGLOBE.NS,11.96,,102531312,ok
OSIAJEE TEXFAB LTD,OSIAJEE,,Textiles - Products,https://halalstock.in/is-osiajee-texfab-ltd-halal-and-shariah-compliant/,OSIAJEE.BO,381.4,44.452213,2059559936,ok
Oswal Pumps Ltd,OSWALPUMPS,OSWALPUMPS,Compressors Pumps &amp; Diesel Engines,https://halalstock.in/is-oswal-pumps-ltd-halal-and-shariah-compliant/,OSWALPUMPS.NS,551.25,64.54918,62830051328,ok
OVOBEL FOODS LTD.,OVOBELE,,Food - Processing - Indian,https://halalstock.in/is-ovobel-foods-ltd-halal-and-shariah-compliant/,OVOBELE.BO,188.0,12.885538,1786150400,ok
Pace Digitek Ltd.,PACEDIGITK,PACEDIGITK,Telecom - Infrastructure,https://halalstock.in/is-pace-digitek-ltd-halal-and-shariah-compliant/,PACEDIGITK.NS,213.83,17.244356,46155489280,ok
Padmanabh Industries Limited,PADMAIND,,Commodity Chemicals,https://halalstock.in/is-padmanabh-industries-limited-halal-and-shariah-compliant/,PADMAIND.BO,9.93,,60349576,ok
PAGE INDUSTRIES LTD.,PAGEIND,PAGEIND,Textiles - Products,https://halalstock.in/is-page-industries-ltd-halal-and-shariah-compliant/,PAGEIND.NS,38320.0,55.86576,427416453120,ok
